-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::zero_         0.05%       3.145ms         0.69%      44.260ms       3.952us           0 B           0 B         11200  
                                          aten::resize_         0.05%       3.122ms         0.05%       3.122ms       0.877us       4.54 MB       4.54 MB          3560  
                                   aten::slice_backward         0.05%       3.079ms         0.13%       8.518ms       9.680us       3.43 MB           0 B           880  
                                          aten::sigmoid         0.05%       3.032ms         0.05%       3.032ms       5.616us       2.08 MB       2.08 MB           540  
                                        ExpandBackward0         0.04%       2.877ms         0.09%       5.563ms       0.702us       1.72 MB           0 B          7920  
autograd::engine::evaluate_function: PermuteBackward...         0.04%       2.595ms         0.15%       9.718ms       5.522us           0 B           0 B          1760  
                                     UnsqueezeBackward0         0.04%       2.560ms         0.16%      10.117ms       3.285us           0 B           0 B          3080  
                                       aten::contiguous         0.04%       2.546ms         1.26%      81.276ms      30.102us     324.87 MB           0 B          2700  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.04%       2.501ms         0.10%       6.331ms       3.597us           0 B           0 B          1760  
                                           MulBackward1         0.04%       2.415ms         0.73%      46.834ms      13.305us     113.20 MB      -4.19 KB          3520  
                                             aten::triu         0.04%       2.409ms         0.04%       2.409ms       2.230us       4.22 KB       4.22 KB          1080  
                                SplitWithSizesBackward0         0.04%       2.401ms         0.14%       9.243ms       5.252us      10.63 MB           0 B          1760  
                                             aten::tril         0.04%       2.307ms         0.04%       2.307ms       2.621us         880 B         880 B           880  
autograd::engine::evaluate_function: SoftmaxBackward...         0.03%       2.242ms         0.22%      14.220ms      16.159us     -53.17 MB    -106.34 MB           880  
                                       PermuteBackward0         0.03%       2.207ms         0.11%       7.123ms       4.047us           0 B           0 B          1760  
                                             aten::full         0.03%       2.117ms         0.05%       3.498ms       3.239us       4.22 KB           4 B          1080  
                                           CatBackward0         0.03%       2.100ms         0.16%       9.996ms      11.360us           0 B           0 B           880  
                                       aten::zeros_like         0.03%       2.022ms         0.07%       4.655ms       3.527us       3.48 MB           0 B          1320  
                                           AddBackward0         0.03%       2.018ms         0.03%       2.018ms       0.382us           0 B           0 B          5280  
                                               aten::eq         0.03%       2.010ms         0.03%       2.010ms       3.723us         540 B         540 B           540  
                                       SoftmaxBackward0         0.03%       1.902ms         0.19%      11.978ms      13.611us      53.17 MB           0 B           880  
                                            aten::clamp         0.03%       1.800ms         0.03%       1.842ms       4.186us       1.72 KB       1.72 KB           440  
                                             aten::ones         0.03%       1.762ms         0.05%       3.185ms       3.619us         880 B          19 B           880  
                                       aten::reciprocal         0.03%       1.736ms         0.03%       1.736ms       3.944us       1.72 KB       1.72 KB           440  
                                       MseLossBackward0         0.03%       1.727ms         0.11%       7.158ms      16.269us      54.88 KB           0 B           440  
                                 aten::sigmoid_backward         0.03%       1.717ms         0.03%       1.717ms       3.903us       1.72 MB       1.72 MB           440  
                                             aten::mean         0.03%       1.642ms         0.12%       7.488ms      17.019us           8 B        -672 B           440  
                                aten::new_empty_strided         0.02%       1.569ms         0.04%       2.451ms       2.785us           0 B           0 B           880  
                                         SliceBackward0         0.02%       1.485ms         0.16%      10.003ms      11.367us       3.43 MB           0 B           880  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.465ms         0.13%       8.623ms      19.597us      54.88 KB           0 B           440  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.394ms         0.18%      11.397ms      12.951us           0 B      -3.43 MB           880  
                                  ReshapeAliasBackward0         0.02%       1.217ms         0.06%       3.830ms       2.176us           0 B           0 B          1760  
                                              aten::abs         0.02%       1.130ms         0.02%       1.130ms       2.569us           0 B           0 B           440  
                                aten::broadcast_tensors         0.01%     963.254us         0.01%     963.254us       2.189us           0 B           0 B           440  
                                       SigmoidBackward0         0.01%     932.190us         0.04%       2.650ms       6.022us       1.72 MB           0 B           440  
autograd::engine::evaluate_function: SigmoidBackward...         0.01%     871.398us         0.05%       3.521ms       8.002us      -1.72 MB      -3.43 MB           440  
                                        aten::ones_like         0.01%     853.375us         0.04%       2.791ms       6.342us       1.72 KB           0 B           440  
                                         CloneBackward0         0.01%     798.126us         0.01%     798.126us       0.302us           0 B           0 B          2640  
                                       aten::is_nonzero         0.01%     606.720us         0.03%       1.652ms       3.059us           0 B           0 B           540  
                                          aten::view_as         0.01%     507.115us         0.01%     837.662us       1.551us           0 B           0 B           540  
                                         aten::randperm         0.01%     422.275us         0.01%     876.621us      21.916us     219.53 KB        -160 B            40  
                              aten::cudnn_is_acceptable         0.01%     359.695us         0.01%     359.695us       0.666us           0 B           0 B           540  
                                          aten::random_         0.00%     148.528us         0.00%     148.528us       7.426us           0 B           0 B            20  
                                      aten::resolve_neg         0.00%      20.555us         0.00%      20.555us       0.093us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.430s
