-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
       autograd::engine::evaluate_function: MmBackward0         0.05%       3.384ms         0.50%      32.404ms      36.823us     -48.02 MB    -104.62 MB           880  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       3.339ms         0.22%      14.114ms       8.019us     -16.29 MB     -32.59 MB          1760  
                                          ReluBackward0         0.05%       3.315ms         0.17%      10.775ms       6.122us      16.29 MB           0 B          1760  
autograd::engine::evaluate_function: SqueezeBackward...         0.05%       3.290ms         0.20%      12.970ms       5.896us           0 B           0 B          2200  
                                    aten::scalar_tensor         0.05%       3.211ms         0.05%       3.211ms       0.907us      13.90 KB      13.90 KB          3540  
                                MkldnnRnnLayerBackward0         0.05%       3.189ms         5.61%     361.350ms     821.251us      65.63 MB      -3.43 MB           440  
                                aten::mse_loss_backward         0.05%       3.144ms         0.10%       6.601ms       7.501us      54.88 KB           0 B           880  
                                       SqueezeBackward1         0.05%       3.137ms         0.15%       9.681ms       4.400us           0 B           0 B          2200  
                                            aten::zero_         0.05%       3.047ms         0.69%      44.204ms       3.947us           0 B           0 B         11200  
                                          aten::resize_         0.05%       3.037ms         0.05%       3.037ms       0.853us       4.59 MB       4.59 MB          3560  
                                        ExpandBackward0         0.05%       2.966ms         0.09%       5.643ms       0.712us       1.72 MB           0 B          7920  
                                   aten::slice_backward         0.05%       2.945ms         0.13%       8.348ms       9.486us       3.43 MB           0 B           880  
autograd::engine::evaluate_function: PermuteBackward...         0.04%       2.764ms         0.16%      10.074ms       5.724us           0 B           0 B          1760  
                                     UnsqueezeBackward0         0.04%       2.626ms         0.16%      10.131ms       3.289us           0 B           0 B          3080  
                                          aten::sigmoid         0.04%       2.583ms         0.04%       2.583ms       4.783us       2.08 MB       2.08 MB           540  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.04%       2.575ms         0.10%       6.528ms       3.709us           0 B           0 B          1760  
                                           MulBackward1         0.04%       2.507ms         0.73%      47.238ms      13.420us     113.20 MB      -4.15 KB          3520  
                                SplitWithSizesBackward0         0.04%       2.441ms         0.14%       9.223ms       5.240us      10.63 MB           0 B          1760  
                                       aten::contiguous         0.04%       2.385ms         1.25%      80.685ms      29.883us     324.87 MB           0 B          2700  
                                             aten::tril         0.04%       2.306ms         0.04%       2.306ms       2.620us         880 B         880 B           880  
                                       PermuteBackward0         0.04%       2.258ms         0.11%       7.310ms       4.153us           0 B           0 B          1760  
autograd::engine::evaluate_function: SoftmaxBackward...         0.03%       2.247ms         0.23%      14.619ms      16.613us     -53.17 MB    -106.34 MB           880  
                                             aten::triu         0.03%       2.233ms         0.03%       2.233ms       2.068us       4.22 KB       4.22 KB          1080  
                                           CatBackward0         0.03%       2.124ms         0.15%       9.944ms      11.300us           0 B           0 B           880  
                                             aten::full         0.03%       1.990ms         0.05%       3.356ms       3.107us       4.22 KB          16 B          1080  
                                           AddBackward0         0.03%       1.984ms         0.03%       1.984ms       0.376us           0 B           0 B          5280  
                                       aten::zeros_like         0.03%       1.952ms         0.07%       4.605ms       3.488us       3.48 MB           0 B          1320  
                                       SoftmaxBackward0         0.03%       1.926ms         0.19%      12.373ms      14.060us      53.17 MB           0 B           880  
                                               aten::eq         0.03%       1.912ms         0.03%       1.912ms       3.540us         540 B         540 B           540  
                                            aten::clamp         0.03%       1.706ms         0.03%       1.750ms       3.978us       1.72 KB       1.72 KB           440  
                                             aten::ones         0.03%       1.674ms         0.05%       3.076ms       3.496us         880 B           7 B           880  
                                       aten::reciprocal         0.02%       1.588ms         0.02%       1.588ms       3.609us       1.72 KB       1.72 KB           440  
