-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: SigmoidBackward...         0.01%     916.755us         0.06%       3.698ms       8.404us      -1.72 MB      -3.43 MB           440  
                                         CloneBackward0         0.01%     838.058us         0.01%     838.058us       0.317us           0 B           0 B          2640  
                                       aten::is_nonzero         0.01%     590.258us         0.02%       1.607ms       2.975us           0 B           0 B           540  
                                          aten::view_as         0.01%     541.480us         0.01%     890.425us       1.649us           0 B           0 B           540  
                                         aten::randperm         0.01%     446.648us         0.01%     929.066us      23.227us     219.53 KB        -160 B            40  
                              aten::cudnn_is_acceptable         0.01%     366.047us         0.01%     366.047us       0.678us           0 B           0 B           540  
                                          aten::random_         0.00%     153.928us         0.00%     153.928us       7.696us           0 B           0 B            20  
                                      aten::resolve_neg         0.00%      20.742us         0.00%      20.742us       0.094us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.549s
